documento;nome_cliente;status_cliente;vendedor_crm;ddd;data_cadastro;recencia;frequencia;monetario;ticket_medio;segmento;omnichannel;primeira_compra;ultima_compra
76.205.750/5906-26;Clara Rodrigues;active;Bianca;21;2022-02-07;476,0;2,0;636,17;318,09;Inativo;False;2022-06-13;2023-08-12
13.551.948/1808-92;Luiza Carvalho;inactive;Priscila;91;2023-03-02;23,0;3,0;5522,39;1840,8;Leal;False;2022-04-29;2024-11-07
14.515.825/8701-74;Patricia Oliveira;inactive;Venda Direta;91;2023-03-10;174,0;2,0;452,28;226,14;Novo Promissor;False;2022-05-29;2024-06-09
93.249.979/3806-20;Clara Araujo;active;Carla;81;2024-11-20;465,0;3,0;3716,75;1238,92;Inativo;False;2023-04-09;2023-08-23
86.862.614/8483-85;Natalia Almeida;active;Priscila;71;2022-07-24;401,0;4,0;5363,58;1340,9;Perdendo VIP;True;2022-05-05;2023-10-26
96.369.324/2814-83;Fernanda Silva;active;Patrícia;61;2023-12-06;887,0;1,0;246,04;246,04;Inativo;False;2022-06-27;2022-06-27
92.224.274/3931-96;Joana Araujo;inactive;Keli;21;2024-01-12;172,0;4,0;3201,26;800,32;VIP;True;2022-04-18;2024-06-11
39.380.336/8415-34;Ana Nascimento;inactive;Elaine;41;2022-02-09;618,0;1,0;987,88;987,88;Inativo;False;2023-03-23;2023-03-23
83.817.589/7782-50;Joana Rodrigues;inactive;Camila;71;2024-04-20;238,0;5,0;6031,88;1206,38;Em Risco;True;2022-08-23;2024-04-06
34.433.454/9307-57;Patricia Nascimento;inactive;Juliana;61;2024-06-24;40,0;5,0;6172,24;1234,45;VIP;True;2022-09-20;2024-10-21
19.198.558/2620-30;Mariana Silva;inactive;Amanda;91;2022-06-17;17,0;4,0;2789,55;697,39;VIP;False;2024-04-25;2024-11-13
95.784.602/4792-73;Clara Pereira;active;Patrícia;51;2023-10-04;343,0;2,0;2008,62;1004,31;Regular;False;2023-10-16;2023-12-23
73.357.943/7197-84;Luiza Lima;inactive;Amanda;61;2023-11-18;186,0;3,0;1709,07;569,69;Leal;True;2022-07-29;2024-05-28
25.340.854/2553-68;Fernanda Nascimento;active;Fernanda;61;2023-08-23;37,0;1,0;452,79;452,79;Novo Promissor;False;2024-10-24;2024-10-24
25.361.463/5586-56;Maria Rodrigues;inactive;Renata;81;2022-04-12;250,0;4,0;3058,64;764,66;Em Risco;True;2022-05-09;2024-03-25
57.397.175/6877-11;Ana Pereira;active;Elaine;81;2024-01-30;141,0;7,0;4123,34;589,05;VIP;True;2022-02-18;2024-07-12
68.382.690/2902-55;Natalia Carvalho;active;Adriana;61;2023-12-19;33,0;1,0;568,62;568,62;Novo Promissor;False;2024-10-28;2024-10-28
72.991.111/1140-52;Gabriela Gomes;active;Camila;81;2022-03-30;326,0;1,0;939,71;939,71;Regular;False;2024-01-09;2024-01-09
26.162.352/1464-45;Joana Martins;active;Camila;71;2022-12-11;216,0;3,0;4770,73;1590,24;Em Risco;True;2022-11-24;2024-04-28
94.619.936/1089-89;Beatriz Carvalho;active;Débora;11;2024-03-10;17,0;2,0;1508,35;754,18;Novo Promissor;True;2022-03-03;2024-11-13
45.895.729/7543-23;Clara Souza;active;Carla;51;2023-08-31;49,0;2,0;7553,67;3776,84;Novo Promissor;True;2024-03-26;2024-10-12
83.170.279/4195-46;Juliana Almeida;active;Patrícia;51;2022-06-08;;;;;Regular;False;;
38.294.327/6555-28;Luiza Gomes;active;Simone;91;2023-06-20;46,0;3,0;4470,83;1490,28;Leal;True;2023-05-21;2024-10-15
86.717.120/5159-46;Bruna Costa;active;Keli;71;2022-06-12;110,0;3,0;1902,27;634,09;Leal;True;2022-03-10;2024-08-12
36.410.384/5933-72;Luiza Costa;active;Adriana;71;2022-10-13;50,0;4,0;2217,06;554,26;Leal;False;2022-11-20;2024-10-11
45.997.323/9975-27;Camila Silva;inactive;Bianca;21;2024-05-14;392,0;3,0;1902,28;634,09;Inativo;True;2022-09-20;2023-11-04
78.967.129/1044-28;Ana Almeida;active;Priscila;81;2022-02-24;455,0;2,0;2458,24;1229,12;Inativo;True;2023-07-04;2023-09-02
96.133.752/2909-31;Luiza Gomes;active;Carla;31;2023-07-30;293,0;4,0;4781,56;1195,39;Em Risco;True;2022-11-09;2024-02-11
61.466.940/8910-28;Bruna Rodrigues;active;Adriana;91;2022-02-02;59,0;3,0;1517,89;505,96;Leal;False;2022-12-15;2024-10-02
47.681.215/7382-88;Juliana Costa;active;Venda Direta;61;2023-07-12;13,0;2,0;1129,22;564,61;Novo Promissor;True;2024-10-26;2024-11-17
66.247.108/2311-13;Renata Almeida;active;Venda Direta;91;2024-01-01;32,0;2,0;2284,92;1142,46;Novo Promissor;False;2022-07-16;2024-10-29
59.949.616/7781-84;Renata Araujo;active;Tatiane;91;2024-09-19;49,0;1,0;1085,75;1085,75;Novo Promissor;False;2024-10-12;2024-10-12
46.377.935/6929-18;Patricia Souza;active;Larissa;71;2024-03-11;31,0;4,0;2439,45;609,86;Leal;True;2023-01-09;2024-10-30
16.679.246/9681-40;Sofia Costa;active;Adriana;81;2022-07-15;235,0;3,0;1490,72;496,91;Em Risco;True;2023-04-09;2024-04-09
44.540.952/6308-40;Camila Lima;active;Keli;21;2023-03-24;706,0;2,0;1514,55;757,28;Inativo;False;2022-01-26;2022-12-25
92.706.280/1287-75;Renata Costa;active;Carla;51;2024-07-13;310,0;1,0;819,09;819,09;Regular;False;2024-01-25;2024-01-25
68.983.237/1129-75;Paula Pereira;active;Luciana;31;2022-04-02;191,0;4,0;5114,47;1278,62;VIP;True;2022-04-12;2024-05-23
69.884.963/1143-25;Ana Ferreira;inactive;Renata;11;2023-08-31;799,0;1,0;724,79;724,79;Inativo;False;2022-09-23;2022-09-23
55.522.344/1926-97;Isabela Rodrigues;active;Aline;61;2022-10-13;28,0;5,0;5852,29;1170,46;VIP;True;2022-12-13;2024-11-02
10.986.440/4398-35;Leticia Martins;active;Mariana;91;2024-05-23;728,0;2,0;2359,36;1179,68;Inativo;False;2022-11-25;2022-12-03
59.706.820/8392-84;Maria Martins;active;Simone;21;2022-04-12;164,0;1,0;805,37;805,37;Novo Promissor;False;2024-06-19;2024-06-19
74.658.280/7761-80;Renata Silva;active;Keli;91;2022-05-20;10,0;5,0;6260,23;1252,05;VIP;True;2022-01-14;2024-11-20
11.717.891/7553-84;Bruna Souza;active;Elaine;81;2024-04-14;601,0;5,0;4068,24;813,65;Perdendo VIP;True;2022-02-06;2023-04-09
49.917.270/8498-76;Amanda Pereira;active;Aline;91;2022-09-23;;;;;Regular;False;;
21.294.589/3842-63;Joana Souza;active;Juliana;51;2023-07-27;361,0;3,0;2972,98;990,99;Em Risco;True;2022-12-20;2023-12-05
75.916.755/3077-93;Patricia Santos;active;Aline;21;2023-06-19;137,0;1,0;1390,74;1390,74;Novo Promissor;False;2024-07-16;2024-07-16
47.895.892/5873-69;Amanda Gomes;active;Keli;61;2023-06-07;129,0;6,0;3491,71;581,95;VIP;True;2022-10-09;2024-07-24
51.907.836/2015-51;Isabela Silva;active;Keli;71;2022-01-16;58,0;6,0;6866,49;1144,42;VIP;True;2023-02-04;2024-10-03
56.520.345/2260-31;Bruna Oliveira;active;Fernanda;31;2023-07-15;225,0;5,0;8673,97;1734,79;Em Risco;True;2022-04-27;2024-04-19
66.567.853/6672-89;Natalia Araujo;inactive;Venda Direta;61;2024-05-27;18,0;7,0;4358,08;622,58;VIP;True;2022-09-15;2024-11-12
43.259.573/7155-49;Clara Carvalho;active;Aline;61;2022-12-02;721,0;2,0;398,59;199,3;Inativo;False;2022-07-27;2022-12-10
82.687.957/9713-57;Camila Souza;active;Venda Direta;81;2024-06-28;295,0;3,0;5042,52;1680,84;Em Risco;True;2023-06-26;2024-02-09
29.138.159/5673-74;Camila Silva;active;Vanessa;11;2022-06-19;56,0;3,0;959,28;319,76;Leal;False;2024-01-28;2024-10-05
60.735.775/2409-40;Ana Rodrigues;active;Vanessa;41;2024-07-01;116,0;4,0;4409,54;1102,38;VIP;True;2023-05-26;2024-08-06
66.177.293/8452-24;Juliana Santos;active;Venda Direta;11;2022-04-29;242,0;4,0;4114,94;1028,74;Em Risco;True;2022-10-28;2024-04-02
21.712.255/3172-33;Sofia Costa;active;Camila;81;2024-10-09;274,0;1,0;2215,79;2215,79;Regular;False;2024-03-01;2024-03-01
30.721.945/8825-97;Leticia Gomes;active;Simone;21;2022-01-10;137,0;2,0;1744,97;872,48;Novo Promissor;True;2023-12-02;2024-07-16
23.773.227/5427-31;Patricia Lima;active;Keli;81;2023-03-06;6,0;2,0;1105,1;552,55;Novo Promissor;False;2022-06-06;2024-11-24
79.135.784/8189-87;Leticia Carvalho;active;Patrícia;31;2022-02-18;48,0;4,0;2344,32;586,08;Leal;True;2022-11-20;2024-10-13
89.455.539/3776-42;Isabela Silva;active;Carla;81;2022-07-26;234,0;3,0;2777,43;925,81;Em Risco;True;2023-02-14;2024-04-10
54.263.247/8697-47;Gabriela Araujo;active;Juliana;61;2023-05-29;350,0;3,0;1327,99;442,66;Em Risco;True;2022-07-30;2023-12-16
76.762.579/9044-25;Maria Gomes;active;Patrícia;11;2022-02-06;499,0;7,0;4112,23;587,46;Perdendo VIP;True;2022-05-19;2023-07-20
68.551.760/6874-87;Camila Santos;active;Fernanda;71;2022-08-06;305,0;4,0;7221,33;1805,33;Em Risco;True;2022-10-10;2024-01-30
87.809.495/8148-96;Beatriz Araujo;active;Adriana;71;2022-06-29;230,0;2,0;1123,82;561,91;Regular;True;2022-10-22;2024-04-14
23.416.810/4629-41;Mariana Nascimento;active;Tatiane;61;2022-05-10;609,0;3,0;2417,31;805,77;Inativo;True;2022-06-26;2023-04-01
24.655.500/9872-63;Joana Souza;active;Juliana;11;2023-09-03;20,0;4,0;2260,69;565,17;Leal;True;2023-01-09;2024-11-10
53.709.872/4866-96;Clara Almeida;inactive;Elaine;51;2023-10-21;178,0;5,0;4100,53;820,11;VIP;True;2022-09-25;2024-06-05
87.946.142/1864-40;Luiza Santos;active;Keli;11;2022-12-25;16,0;7,0;5144,52;734,93;VIP;True;2022-04-18;2024-11-14
26.575.182/6229-63;Joana Nascimento;active;Juliana;11;2023-09-19;988,0;1,0;539,25;539,25;Inativo;False;2022-03-18;2022-03-18
71.899.350/8891-44;Paula Oliveira;inactive;Fernanda;61;2024-10-24;371,0;3,0;2109,82;703,27;Em Risco;True;2023-03-27;2023-11-25
14.300.896/1325-34;Fernanda Rodrigues;active;Larissa;81;2023-05-21;243,0;5,0;6311,3;1262,26;Em Risco;True;2023-01-03;2024-04-01
31.936.607/3778-98;Paula Araujo;active;Keli;11;2024-03-28;395,0;3,0;5782,97;1927,66;Inativo;False;2022-02-11;2023-11-01
81.346.740/8754-48;Beatriz Costa;active;Juliana;21;2024-03-04;286,0;6,0;5107,9;851,32;Em Risco;True;2023-04-12;2024-02-18
63.443.153/3575-29;Clara Silva;active;Débora;51;2024-04-18;319,0;4,0;2068,6;517,15;Em Risco;True;2022-07-24;2024-01-16
55.292.994/8604-10;Patricia Carvalho;active;Keli;81;2023-09-15;;;;;Regular;False;;
90.805.951/8493-17;Natalia Carvalho;active;Luciana;41;2023-09-21;22,0;5,0;7639,48;1527,9;VIP;True;2023-03-09;2024-11-08
38.211.772/6594-85;Paula Carvalho;inactive;Débora;51;2022-04-07;;;;;Regular;False;;
93.720.375/4144-48;Clara Santos;inactive;Elaine;51;2024-03-29;364,0;2,0;3237,11;1618,55;Regular;True;2022-07-17;2023-12-02
13.342.886/8269-54;Ana Lima;active;Venda Direta;31;2023-08-22;206,0;4,0;4273,99;1068,5;Em Risco;False;2023-08-14;2024-05-08
52.752.287/4512-95;Mariana Oliveira;active;Simone;61;2024-07-22;470,0;2,0;1029,32;514,66;Inativo;True;2023-03-05;2023-08-18
61.210.976/6162-92;Luiza Martins;active;Amanda;51;2023-03-05;52,0;3,0;1443,33;481,11;Leal;True;2022-01-25;2024-10-09
81.299.909/1857-35;Bruna Souza;active;Patrícia;21;2023-06-27;48,0;5,0;3622,85;724,57;VIP;False;2022-04-11;2024-10-13
32.398.176/1923-18;Beatriz Costa;active;Venda Direta;41;2023-01-02;567,0;3,0;4331,43;1443,81;Inativo;False;2022-04-16;2023-05-13
29.539.310/3799-48;Sofia Nascimento;active;Keli;41;2022-02-21;131,0;4,0;2273,38;568,34;Leal;True;2022-08-08;2024-07-22
60.879.306/7582-87;Juliana Martins;active;Débora;71;2023-07-18;568,0;4,0;1852,87;463,22;Perdendo VIP;True;2022-03-26;2023-05-12
20.765.141/3657-52;Luiza Carvalho;inactive;Carla;71;2023-05-14;108,0;6,0;3116,79;519,46;VIP;True;2022-02-27;2024-08-14
28.547.983/5837-51;Beatriz Ferreira;active;Amanda;91;2024-09-03;662,0;2,0;566,21;283,1;Inativo;True;2023-01-10;2023-02-07
74.966.331/2466-61;Juliana Ferreira;active;Keli;21;2022-11-19;159,0;6,0;5848,69;974,78;VIP;True;2022-04-12;2024-06-24
56.475.362/5362-70;Juliana Gomes;active;Luciana;61;2023-07-10;99,0;4,0;2384,54;596,14;Leal;True;2022-11-21;2024-08-23
77.765.969/9106-60;Fernanda Silva;active;Venda Direta;21;2022-08-07;306,0;2,0;2161,49;1080,74;Regular;False;2023-12-25;2024-01-29
46.145.920/1599-89;Isabela Santos;inactive;Amanda;91;2023-06-18;24,0;4,0;2808,74;702,18;VIP;True;2022-05-19;2024-11-06
22.700.480/5213-63;Camila Gomes;inactive;Juliana;21;2023-10-04;56,0;4,0;1917,43;479,36;Leal;True;2022-10-30;2024-10-05
66.215.729/6599-58;Mariana Gomes;active;Fernanda;61;2023-06-03;361,0;4,0;5570,02;1392,5;Em Risco;True;2022-07-09;2023-12-05
16.465.733/8382-54;Mariana Ferreira;active;Adriana;81;2022-02-13;326,0;3,0;1640,56;546,85;Em Risco;True;2022-10-04;2024-01-09
32.597.639/1746-66;Beatriz Oliveira;active;Priscila;61;2022-03-06;;;;;Regular;False;;
35.153.640/8008-45;Clara Souza;active;Larissa;31;2022-09-03;72,0;1,0;688,11;688,11;Novo Promissor;False;2024-09-19;2024-09-19
23.433.646/9989-26;Renata Ferreira;active;Aline;51;2024-09-13;129,0;3,0;1482,56;494,19;Leal;True;2023-04-09;2024-07-24
76.819.849/3547-54;Luiza Lima;active;Aline;41;2022-06-07;293,0;3,0;2795,49;931,83;Em Risco;True;2022-03-28;2024-02-11
88.721.316/1946-56;Gabriela Lima;active;Elaine;11;2024-07-26;248,0;4,0;2407,1;601,78;Em Risco;True;2022-10-28;2024-03-27
62.675.345/9435-47;Clara Gomes;active;Renata;51;2024-11-14;139,0;6,0;6064,39;1010,73;VIP;True;2022-06-02;2024-07-14
73.186.316/8657-16;Mariana Oliveira;active;Larissa;51;2024-04-04;323,0;4,0;2915,05;728,76;Em Risco;False;2022-03-13;2024-01-12
31.948.821/2192-83;Paula Rodrigues;active;Carla;71;2022-06-09;273,0;5,0;3970,72;794,14;Em Risco;True;2022-01-30;2024-03-02
19.540.490/6615-59;Bruna Nascimento;active;Elaine;71;2024-03-28;9,0;4,0;4070,8;1017,7;VIP;True;2022-08-18;2024-11-21
61.772.612/6867-62;Gabriela Costa;active;Elaine;21;2024-10-01;96,0;4,0;4431,48;1107,87;VIP;True;2022-01-27;2024-08-26
69.615.743/9693-13;Patricia Pereira;active;Tatiane;41;2022-03-16;95,0;3,0;2558,65;852,88;Leal;True;2023-02-19;2024-08-27
10.170.577/8345-82;Patricia Costa;active;Amanda;11;2022-05-18;138,0;6,0;5298,15;883,03;VIP;True;2022-02-02;2024-07-15
70.390.619/1919-92;Gabriela Almeida;active;Luciana;51;2023-04-24;370,0;3,0;2013,38;671,13;Em Risco;True;2022-03-20;2023-11-26
45.855.734/6930-36;Beatriz Nascimento;inactive;Aline;51;2023-07-07;;;;;Regular;False;;
41.945.476/6275-38;Gabriela Oliveira;inactive;Luciana;41;2023-01-22;264,0;3,0;3125,21;1041,74;Em Risco;False;2022-08-21;2024-03-11
25.454.658/8354-40;Bruna Oliveira;inactive;Juliana;71;2023-04-17;218,0;9,0;4683,8;520,42;Em Risco;True;2022-01-10;2024-04-26
13.520.628/4622-57;Maria Nascimento;active;Amanda;61;2022-11-05;29,0;3,0;2701,34;900,45;Leal;True;2024-01-01;2024-11-01
55.138.588/4715-39;Patricia Silva;active;Larissa;31;2024-06-05;13,0;2,0;1059,25;529,62;Novo Promissor;False;2022-06-20;2024-11-17
39.377.302/6185-21;Amanda Costa;active;Vanessa;21;2023-12-02;371,0;6,0;6747,18;1124,53;Em Risco;True;2022-07-08;2023-11-25
45.629.189/1692-80;Maria Oliveira;active;Débora;41;2024-09-26;195,0;1,0;1165,49;1165,49;Novo Promissor;False;2024-05-19;2024-05-19
10.482.541/3646-15;Juliana Santos;active;Priscila;91;2024-08-09;29,0;3,0;1423,61;474,54;Leal;True;2023-05-20;2024-11-01
79.143.811/3645-28;Juliana Santos;active;Keli;51;2024-02-25;37,0;4,0;2321,09;580,27;Leal;True;2022-08-19;2024-10-24
27.706.865/6476-39;Patricia Silva;active;Adriana;11;2022-11-01;590,0;2,0;1344,91;672,46;Inativo;True;2022-03-08;2023-04-20
51.132.328/8797-36;Paula Pereira;active;Elaine;31;2022-04-12;82,0;2,0;1349,1;674,55;Novo Promissor;True;2024-08-28;2024-09-09
48.345.504/2184-71;Natalia Rodrigues;inactive;Juliana;91;2024-02-14;352,0;2,0;1426,3;713,15;Regular;False;2022-11-16;2023-12-14
24.869.791/6606-53;Mariana Costa;active;Elaine;71;2023-07-26;64,0;3,0;2286,02;762,01;Leal;True;2022-04-21;2024-09-27
63.373.358/1421-46;Luiza Costa;inactive;Camila;31;2022-05-28;107,0;4,0;2996,94;749,24;VIP;True;2022-02-09;2024-08-15
67.463.706/5675-91;Leticia Souza;active;Patrícia;11;2023-08-20;413,0;5,0;3071,61;614,32;Perdendo VIP;True;2022-02-09;2023-10-14
77.980.197/7748-97;Clara Oliveira;active;Fernanda;41;2024-09-04;116,0;4,0;5628,78;1407,2;VIP;True;2023-06-18;2024-08-06
31.549.271/3181-51;Gabriela Araujo;active;Amanda;91;2023-05-14;34,0;2,0;2103,28;1051,64;Novo Promissor;True;2024-05-30;2024-10-27
34.602.284/6882-25;Bruna Carvalho;active;Simone;71;2022-06-04;404,0;4,0;4204,17;1051,04;Perdendo VIP;True;2022-03-14;2023-10-23
23.778.511/9415-60;Sofia Pereira;active;Débora;51;2022-08-18;374,0;2,0;758,41;379,2;Regular;True;2023-06-27;2023-11-22
58.364.528/7559-78;Amanda Souza;active;Renata;61;2022-06-07;984,0;1,0;424,87;424,87;Inativo;False;2022-03-22;2022-03-22
96.296.653/4124-68;Paula Costa;active;Fernanda;11;2024-07-11;67,0;5,0;5690,63;1138,13;VIP;False;2022-07-07;2024-09-24
83.350.906/4854-80;Clara Pereira;active;Simone;71;2023-07-22;40,0;5,0;2881,72;576,34;VIP;True;2022-07-18;2024-10-21
38.222.978/6506-92;Natalia Gomes;active;Elaine;51;2022-10-26;184,0;3,0;2362,16;787,39;Leal;True;2022-04-07;2024-05-30
19.447.128/9226-15;Sofia Almeida;active;Elaine;71;2024-02-05;210,0;4,0;2737,39;684,35;Em Risco;True;2023-02-16;2024-05-04
21.722.393/1588-28;Beatriz Oliveira;active;Débora;51;2023-07-19;25,0;9,0;6331,98;703,55;VIP;True;2022-03-10;2024-11-05
76.619.221/9531-56;Sofia Souza;inactive;Camila;51;2023-04-12;8,0;4,0;2322,06;580,52;Leal;True;2022-01-11;2024-11-22
13.790.696/1556-17;Camila Souza;active;Luciana;31;2023-05-01;388,0;2,0;789,68;394,84;Inativo;False;2022-01-26;2023-11-08
96.115.432/4567-18;Juliana Lima;active;Patrícia;51;2023-03-20;59,0;4,0;1461,91;365,48;Leal;True;2023-04-13;2024-10-02
69.433.432/2016-80;Sofia Silva;active;Venda Direta;81;2024-06-23;112,0;6,0;5123,96;853,99;VIP;True;2022-08-05;2024-08-10
24.938.713/5321-50;Beatriz Lima;inactive;Aline;81;2024-05-12;394,0;1,0;1255,85;1255,85;Inativo;False;2023-11-02;2023-11-02
31.507.212/3313-89;Joana Lima;active;Patrícia;21;2024-07-14;382,0;2,0;2181,04;1090,52;Regular;True;2022-05-24;2023-11-14
81.468.405/2689-87;Joana Araujo;active;Vanessa;11;2022-10-19;46,0;2,0;1083,5;541,75;Novo Promissor;False;2024-04-01;2024-10-15
50.519.988/4862-52;Ana Souza;active;Carla;21;2024-01-22;583,0;3,0;2240,48;746,83;Inativo;True;2022-09-29;2023-04-27
15.526.124/6649-71;Fernanda Silva;active;Vanessa;71;2024-05-24;546,0;2,0;6241,52;3120,76;Inativo;False;2022-04-11;2023-06-03
22.654.945/2819-27;Fernanda Carvalho;active;Elaine;31;2023-10-25;29,0;2,0;969,2;484,6;Novo Promissor;True;2022-11-22;2024-11-01
68.543.418/6560-60;Camila Costa;active;Renata;81;2024-07-08;70,0;4,0;4113,88;1028,47;VIP;True;2022-01-09;2024-09-21
65.254.771/5206-18;Bruna Martins;inactive;Aline;41;2024-06-27;408,0;2,0;1132,61;566,31;Inativo;False;2022-08-24;2023-10-19
93.831.580/8235-55;Juliana Araujo;active;Venda Direta;81;2022-05-04;349,0;4,0;2924,5;731,12;Em Risco;False;2022-02-26;2023-12-17
76.617.891/3653-54;Fernanda Araujo;inactive;Juliana;21;2022-03-09;946,0;2,0;1519,66;759,83;Inativo;True;2022-03-16;2022-04-29
22.808.636/2141-91;Renata Souza;inactive;Carla;51;2023-04-20;10,0;5,0;9107,22;1821,44;VIP;True;2022-06-13;2024-11-20
91.165.912/5270-72;Fernanda Oliveira;active;Luciana;61;2022-12-24;202,0;2,0;1851,05;925,53;Regular;True;2023-09-02;2024-05-12
85.594.213/2784-64;Camila Pereira;active;Juliana;11;2023-06-05;17,0;8,0;11953,47;1494,18;VIP;True;2022-05-05;2024-11-13
84.246.134/6428-35;Renata Lima;active;Mariana;11;2024-04-12;24,0;5,0;7516,36;1503,27;VIP;True;2023-01-30;2024-11-06
23.473.656/5658-52;Clara Pereira;inactive;Luciana;91;2023-09-16;26,0;4,0;1424,05;356,01;Leal;True;2022-04-14;2024-11-04
95.762.539/8669-28;Leticia Oliveira;active;Mariana;51;2023-03-03;45,0;3,0;1494,48;498,16;Leal;True;2022-11-18;2024-10-16
91.175.538/6979-69;Fernanda Martins;active;Adriana;41;2024-10-05;535,0;2,0;1726,6;863,3;Inativo;True;2023-05-25;2023-06-14
68.388.639/3938-61;Paula Ferreira;active;Bianca;11;2023-03-19;289,0;5,0;5019,54;1003,91;Em Risco;True;2022-08-23;2024-02-15
58.136.509/6730-49;Fernanda Oliveira;inactive;Aline;31;2023-08-24;441,0;1,0;102,27;102,27;Inativo;False;2023-09-16;2023-09-16
89.393.944/2366-63;Patricia Souza;active;Fernanda;41;2024-02-01;291,0;4,0;1753,64;438,41;Em Risco;True;2022-09-02;2024-02-13
31.627.639/5539-54;Paula Carvalho;active;Elaine;51;2024-08-12;368,0;4,0;4181,49;1045,37;Em Risco;True;2022-04-03;2023-11-28
55.939.335/5086-95;Juliana Carvalho;active;Amanda;51;2023-05-02;598,0;3,0;1935,57;645,19;Inativo;True;2022-08-23;2023-04-12
94.893.843/7040-74;Juliana Almeida;active;Vanessa;81;2024-01-09;43,0;2,0;1876,06;938,03;Novo Promissor;False;2024-05-19;2024-10-18
15.762.726/6014-39;Joana Gomes;active;Venda Direta;31;2023-10-10;721,0;1,0;261,85;261,85;Inativo;False;2022-12-10;2022-12-10
86.590.757/6974-88;Sofia Pereira;inactive;Tatiane;71;2024-06-14;68,0;4,0;2061,74;515,43;Leal;True;2022-07-09;2024-09-23
30.412.714/6014-54;Patricia Oliveira;active;Aline;61;2022-01-05;387,0;1,0;1162,08;1162,08;Regular;False;2023-11-09;2023-11-09
53.565.187/5530-51;Maria Nascimento;active;Simone;61;2023-09-24;46,0;6,0;6095,44;1015,91;VIP;True;2023-01-30;2024-10-15
16.149.531/3387-15;Juliana Pereira;active;Camila;91;2024-05-26;418,0;3,0;3618,8;1206,27;Inativo;True;2022-07-23;2023-10-09
18.344.208/8966-30;Clara Costa;active;Renata;71;2024-09-12;102,0;4,0;2371,43;592,86;Leal;False;2022-10-30;2024-08-20
49.211.912/7772-26;Gabriela Martins;active;Patrícia;71;2022-01-26;;;;;Regular;False;;
37.636.157/9488-15;Luiza Santos;active;Bianca;11;2022-06-11;16,0;5,0;2571,95;514,39;Leal;True;2022-06-28;2024-11-14
84.348.649/1901-54;Bruna Pereira;active;Simone;11;2024-01-15;176,0;4,0;4401,75;1100,44;VIP;True;2022-08-03;2024-06-07
84.753.933/6622-33;Patricia Nascimento;active;Bianca;91;2023-06-17;302,0;2,0;2345,86;1172,93;Regular;False;2022-06-23;2024-02-02
28.245.340/8036-97;Beatriz Nascimento;active;Carla;91;2024-06-01;377,0;1,0;543,6;543,6;Regular;False;2023-11-19;2023-11-19
44.801.100/7115-34;Isabela Ferreira;active;Elaine;31;2023-02-14;229,0;3,0;3080,29;1026,76;Em Risco;True;2022-07-12;2024-04-15
54.607.225/4553-98;Camila Almeida;active;Vanessa;81;2024-05-04;381,0;1,0;483,68;483,68;Regular;False;2023-11-15;2023-11-15
25.837.320/5818-34;Sofia Souza;active;Keli;91;2024-06-19;69,0;4,0;2160,2;540,05;Leal;True;2022-08-21;2024-09-22
25.281.598/8209-28;Bruna Araujo;active;Aline;11;2022-01-09;59,0;2,0;2346,1;1173,05;Novo Promissor;True;2024-07-26;2024-10-02
43.947.847/2462-27;Mariana Ferreira;active;Débora;31;2022-02-19;231,0;7,0;3562,89;508,98;Em Risco;True;2022-10-11;2024-04-13
43.444.992/9236-15;Gabriela Oliveira;active;Larissa;61;2023-03-18;278,0;6,0;5718,21;953,04;Em Risco;True;2022-01-11;2024-02-26
30.733.169/8016-57;Isabela Almeida;active;Carla;41;2022-02-05;402,0;3,0;617,06;205,69;Inativo;False;2022-08-04;2023-10-25
48.386.109/7899-27;Beatriz Nascimento;active;Elaine;81;2022-04-28;698,0;1,0;149,72;149,72;Inativo;False;2023-01-02;2023-01-02
69.699.855/5476-82;Camila Oliveira;inactive;Patrícia;91;2023-12-03;74,0;2,0;1898,93;949,46;Novo Promissor;True;2024-06-10;2024-09-17
24.615.290/2191-18;Sofia Nascimento;active;Aline;71;2024-01-24;718,0;2,0;1987,14;993,57;Inativo;False;2022-10-03;2022-12-13
18.253.487/1271-24;Leticia Nascimento;active;Venda Direta;11;2022-08-18;;;;;Regular;False;;
61.168.346/4332-29;Joana Martins;active;Fernanda;21;2023-07-14;95,0;3,0;1870,19;623,4;Leal;True;2022-04-06;2024-08-27
88.757.722/4841-22;Leticia Oliveira;active;Bianca;11;2022-07-27;696,0;2,0;350,68;175,34;Inativo;False;2022-08-04;2023-01-04
